word,2of12inf,NWL2023,google20k,ALL_THREE
rapidity,1,1,0,0
rapidly,1,1,1,1
rapidness,1,1,0,0
rapidnesses,1,1,0,0
rapids,1,1,1,1
rapier,1,1,0,0
rapiered,0,1,0,0
rapiers,1,1,0,0
rapine,1,1,0,0
rapines,1,1,0,0
raping,1,1,0,0
rapini,0,1,0,0
rapinis,0,1,0,0
rapist,1,1,0,0
rapists,1,1,0,0
rapparee,0,1,0,0
rapparees,0,1,0,0
rapped,1,1,0,0
rappee,0,1,0,0
rappees,0,1,0,0
rappel,1,1,0,0
rappeled,0,1,0,0
rappeling,0,1,0,0
rappelled,1,1,0,0
rappelling,1,1,0,0
rappels,1,1,0,0
rappen,0,1,0,0
rapper,1,1,0,0
rappers,1,1,0,0
rapping,1,1,0,0
rappini,0,1,0,0
rappinis,0,1,0,0
rapport,1,1,0,0
rapporteur,0,1,0,0
rapporteurs,0,1,0,0
rapports,1,1,0,0
rapprochement,1,1,0,0
rapprochements,1,1,0,0
raps,1,1,0,0
rapscallion,1,1,0,0
rapscallions,1,1,0,0
rapt,1,1,0,0
raptly,1,1,0,0
raptness,1,1,0,0
raptnesses,1,1,0,0
raptor,0,1,0,0
raptorial,0,1,0,0
raptors,0,1,0,0
rapture,1,1,0,0
raptured,0,1,0,0
raptures,1,1,0,0
rapturing,0,1,0,0
rapturous,1,1,0,0
rapturously,1,1,0,0
rapturousness,0,1,0,0
rapturousnesses,0,1,0,0
rare,1,1,1,1
rarebit,1,1,0,0
rarebits,1,1,0,0
rared,1,1,0,0
rarefaction,1,1,0,0
rarefactional,0,1,0,0
rarefactions,1,1,0,0
rarefied,1,1,0,0
rarefier,0,1,0,0
rarefiers,0,1,0,0
rarefies,1,1,0,0
rarefy,1,1,0,0
rarefying,1,1,0,0
rarely,1,1,1,1
rareness,1,1,0,0
rarenesses,1,1,0,0
rarer,1,1,0,0
rareripe,0,1,0,0
rareripes,0,1,0,0
rares,1,1,0,0
rarest,1,1,0,0
rarified,0,1,0,0
rarifies,0,1,0,0
rarify,0,1,0,0
rarifying,0,1,0,0
raring,1,1,0,0
rarities,1,1,0,0
rarity,1,1,0,0
ras,0,1,1,0
rasbora,0,1,0,0
rasboras,0,1,0,0
rascal,1,1,0,0
rascalities,0,1,0,0
rascality,0,1,0,0
rascally,1,1,0,0
rascals,1,1,0,0
rase,0,1,0,0
rased,0,1,0,0
raser,0,1,0,0
rasers,0,1,0,0
rases,0,1,0,0
rash,1,1,1,1
rasher,1,1,0,0
rashers,1,1,0,0
rashes,1,1,0,0
rashest,1,1,0,0
rashlike,0,1,0,0
rashly,1,1,0,0
rashness,1,1,0,0
rashnesses,1,1,0,0
rasing,0,1,0,0
rasorial,0,1,0,0
rasp,1,1,0,0
raspberries,1,1,0,0
raspberry,1,1,1,1
rasped,1,1,0,0
rasper,0,1,0,0
raspers,0,1,0,0
raspier,1,1,0,0
raspiest,1,1,0,0
raspiness,0,1,0,0
raspinesses,0,1,0,0
rasping,1,1,0,0
raspingly,0,1,0,0
raspings,0,1,0,0
raspish,0,1,0,0
rasps,1,1,0,0
raspy,1,1,0,0
rassle,0,1,0,0
rassled,0,1,0,0
rassler,0,1,0,0
rasslers,0,1,0,0
rassles,0,1,0,0
rassling,0,1,0,0
raster,0,1,0,0
rasterise,0,1,0,0
rasterised,0,1,0,0
rasterises,0,1,0,0
rasterising,0,1,0,0
rasterization,0,1,0,0
rasterizations,0,1,0,0
rasterize,0,1,0,0
rasterized,0,1,0,0
rasterizer,0,1,0,0
rasterizers,0,1,0,0
rasterizes,0,1,0,0
rasterizing,0,1,0,0
rasters,0,1,0,0
rasure,0,1,0,0
rasures,0,1,0,0
rat,1,1,1,1
ratable,0,1,0,0
ratables,0,1,0,0
ratably,0,1,0,0
ratafee,0,1,0,0
ratafees,0,1,0,0
ratafia,0,1,0,0
ratafias,0,1,0,0
ratal,0,1,0,0
ratals,0,1,0,0
ratan,0,1,0,0
ratanies,0,1,0,0
ratans,0,1,0,0
ratany,0,1,0,0
rataplan,0,1,0,0
rataplanned,0,1,0,0
rataplanning,0,1,0,0
rataplans,0,1,0,0
ratatat,0,1,0,0
ratatats,0,1,0,0
ratatouille,1,1,0,0
ratatouilles,1,1,0,0
ratbag,0,1,0,0
ratbags,0,1,0,0
ratch,0,1,0,0
ratches,0,1,0,0
ratchet,1,1,0,0
ratcheted,1,1,0,0
ratcheting,1,1,0,0
ratchets,1,1,0,0
rate,1,1,1,1
rateable,0,1,0,0
rateably,0,1,0,0
rated,1,1,1,1
ratel,0,1,0,0
ratels,0,1,0,0
ratemeter,0,1,0,0
ratemeters,0,1,0,0
ratepayer,0,1,0,0
ratepayers,0,1,0,0
rater,1,1,0,0
raters,1,1,0,0
rates,1,1,1,1
ratfink,0,1,0,0
ratfinks,0,1,0,0
ratfish,0,1,0,0
ratfishes,0,1,0,0
rath,0,1,0,0
rathe,0,1,0,0
rather,1,1,1,1
rathole,0,1,0,0
ratholes,0,1,0,0
rathskeller,1,1,0,0
rathskellers,1,1,0,0
raticide,0,1,0,0
raticides,0,1,0,0
ratifiable,0,1,0,0
ratification,1,1,1,1
ratifications,1,1,0,0
ratified,1,1,0,0
ratifier,1,1,0,0
ratifiers,1,1,0,0
ratifies,1,1,0,0
ratify,1,1,0,0
ratifying,1,1,0,0
ratine,0,1,0,0
ratines,0,1,0,0
rating,1,1,1,1
ratings,1,1,1,1
ratio,1,1,1,1
ratiocinate,1,1,0,0
ratiocinated,1,1,0,0
ratiocinates,1,1,0,0
ratiocinating,1,1,0,0
ratiocination,1,1,0,0
ratiocinations,1,1,0,0
ratiocinative,0,1,0,0
ratiocinator,0,1,0,0
ratiocinators,0,1,0,0
ration,1,1,0,0
rational,1,1,1,1
rationale,1,1,1,1
rationales,1,1,0,0
rationalisation,0,1,0,0
rationalise,0,1,0,0
rationalised,0,1,0,0
rationalises,0,1,0,0
rationalising,0,1,0,0
rationalism,1,1,0,0
rationalisms,1,1,0,0
rationalist,1,1,0,0
rationalistic,1,1,0,0
rationalists,1,1,0,0
rationalities,1,1,0,0
rationality,1,1,0,0
rationalizable,0,1,0,0
rationalization,1,1,0,0
rationalizations,1,0,0,0
rationalize,1,1,0,0
rationalized,1,1,0,0
rationalizer,0,1,0,0
rationalizers,0,1,0,0
rationalizes,1,1,0,0
rationalizing,1,1,0,0
rationally,1,1,0,0
rationalness,0,1,0,0
rationalnesses,0,1,0,0
rationals,1,1,0,0
rationed,1,1,0,0
rationing,1,1,0,0
rations,1,1,0,0
ratios,1,1,1,1
ratite,0,1,0,0
ratites,0,1,0,0
ratlike,1,1,0,0
ratlin,1,1,0,0
ratline,1,1,0,0
ratlines,1,1,0,0
ratlins,1,1,0,0
rato,0,1,0,0
raton,0,0,1,0
ratoon,0,1,0,0
ratooned,0,1,0,0
ratooner,0,1,0,0
ratooners,0,1,0,0
ratooning,0,1,0,0
ratoons,0,1,0,0
ratos,0,1,0,0
rats,1,1,1,1
ratsbane,0,1,0,0
ratsbanes,0,1,0,0
rattail,0,1,0,0
rattailed,0,1,0,0
rattails,0,1,0,0
rattan,1,1,0,0
rattans,1,1,0,0
ratted,1,1,0,0
ratteen,0,1,0,0
ratteens,0,1,0,0
ratten,0,1,0,0
rattened,0,1,0,0
rattener,0,1,0,0
ratteners,0,1,0,0
rattening,0,1,0,0
rattens,0,1,0,0
ratter,1,1,0,0
ratters,1,1,0,0
rattier,1,1,0,0
rattiest,1,1,0,0
rattily,0,1,0,0
ratting,1,1,0,0
rattish,0,1,0,0
rattle,1,1,0,0
rattlebox,0,1,0,0
rattleboxes,0,1,0,0
rattlebrain,1,1,0,0
rattlebrained,1,1,0,0
rattlebrains,1,1,0,0
rattled,1,1,0,0
rattler,1,1,0,0
rattlers,1,1,0,0
rattles,1,1,0,0
rattlesnake,1,1,0,0
rattlesnakes,1,1,0,0
rattletrap,1,1,0,0
rattletraps,1,1,0,0
rattlier,0,1,0,0
rattliest,0,1,0,0
rattling,1,1,0,0
rattlingly,0,1,0,0
rattlings,0,1,0,0
rattly,1,1,0,0
ratton,0,1,0,0
rattons,0,1,0,0
rattoon,0,1,0,0
rattooned,0,1,0,0
rattooning,0,1,0,0
rattoons,0,1,0,0
rattrap,1,1,0,0
rattraps,1,1,0,0
ratty,1,1,0,0
raucities,0,1,0,0
raucity,0,1,0,0
raucous,1,1,0,0
raucously,1,1,0,0
raucousness,1,1,0,0
raucousnesses,1,1,0,0
raunch,0,1,0,0
raunches,0,1,0,0
raunchier,1,1,0,0
raunchiest,1,1,0,0
raunchily,1,1,0,0
raunchiness,1,1,0,0
raunchinesses,1,1,0,0
raunchy,1,1,0,0
rauwolfia,0,1,0,0
rauwolfias,0,1,0,0
ravage,1,1,0,0
ravaged,1,1,0,0
ravagement,0,1,0,0
ravagements,0,1,0,0
ravager,1,1,0,0
ravagers,1,1,0,0
ravages,1,1,0,0
ravaging,1,1,0,0
rave,1,1,1,1
raved,1,1,0,0
ravel,1,1,0,0
raveled,1,1,0,0
raveler,0,1,0,0
ravelers,0,1,0,0
ravelin,0,1,0,0
raveling,1,1,0,0
ravelings,0,1,0,0
ravelins,0,1,0,0
ravelled,1,1,0,0
raveller,0,1,0,0
ravellers,0,1,0,0
ravelling,1,1,0,0
ravellings,0,1,0,0
ravelly,0,1,0,0
ravelment,0,1,0,0
ravelments,0,1,0,0
ravels,1,1,0,0
raven,1,1,1,1
ravened,1,1,0,0
ravener,0,1,0,0
raveners,0,1,0,0
ravenest,0,1,0,0
ravening,1,1,0,0
ravenings,0,1,0,0
ravenlike,0,1,0,0
ravenous,1,1,0,0
ravenously,1,1,0,0
ravenousness,0,1,0,0
ravenousnesses,0,1,0,0
ravens,1,1,1,1
raver,0,1,0,0
ravers,0,1,0,0
raves,1,1,0,0
ravey,0,1,0,0
ravier,0,1,0,0
raviest,0,1,0,0
ravigote,0,1,0,0
ravigotes,0,1,0,0
ravigotte,0,1,0,0
ravigottes,0,1,0,0
ravin,0,1,0,0
ravine,1,1,0,0
ravined,0,1,0,0
ravines,1,1,0,0
raving,1,1,0,0
ravingly,0,1,0,0
ravings,1,1,0,0
ravining,0,1,0,0
ravins,0,1,0,0
ravioli,1,1,0,0
raviolis,1,1,0,0
ravish,1,1,0,0
ravished,1,1,0,0
ravisher,1,1,0,0
ravishers,1,1,0,0
ravishes,1,1,0,0
ravishing,1,1,0,0
ravishingly,1,1,0,0
ravishment,1,1,0,0
ravishments,1,1,0,0
raw,1,1,1,1
rawboned,1,1,0,0
rawer,1,1,0,0
rawest,1,1,0,0
rawhide,1,1,0,0
rawhided,0,1,0,0
rawhides,1,1,0,0
rawhiding,0,1,0,0
rawin,0,1,0,0
rawins,0,1,0,0
rawinsonde,0,1,0,0
rawinsondes,0,1,0,0
rawish,0,1,0,0
rawly,0,1,0,0
rawness,1,1,0,0
rawnesses,1,1,0,0
raws,1,1,0,0
rax,0,1,0,0
raxed,0,1,0,0
raxes,0,1,0,0
raxing,0,1,0,0
ray,1,1,1,1
raya,0,1,0,0
rayah,0,1,0,0
rayahs,0,1,0,0
rayas,0,1,0,0
rayed,0,1,0,0
raygrass,0,1,0,0
raygrasses,0,1,0,0
raying,0,1,0,0
rayless,0,1,0,0
raylessness,0,1,0,0
raylessnesses,0,1,0,0
raylike,0,1,0,0
raymond,0,0,1,0
rayon,1,1,0,0
rayons,1,1,0,0
rays,1,1,1,1
raze,1,1,0,0
razed,1,1,0,0
razee,0,1,0,0
razeed,0,1,0,0
razeeing,0,1,0,0
razees,0,1,0,0
razer,0,1,0,0
razers,0,1,0,0
razes,1,1,0,0
razing,1,1,0,0
razor,1,1,1,1
razorback,1,1,0,0
razorbacks,1,1,0,0
razorbill,0,1,0,0
razorbills,0,1,0,0
razored,0,1,0,0
razoring,0,1,0,0
razors,1,1,0,0
razr,0,0,1,0
razz,1,1,0,0
razzamatazz,0,1,0,0
razzamatazzes,0,1,0,0
razzberries,0,1,0,0
razzberry,0,1,0,0
razzed,1,1,0,0
razzes,1,1,0,0
razzia,0,1,0,0
razzias,0,1,0,0
razzing,1,1,0,0
razzle,0,1,0,0
razzles,0,1,0,0
razzmatazz,1,1,0,0
razzmatazzes,1,1,0,0
rb,0,0,1,0
rbi,0,0,1,0
rc,0,0,1,0
rca,0,0,1,0
rcs,0,0,1,0
rcw,0,0,1,0
rd,0,0,1,0
rdf,0,0,1,0
re,1,1,1,1
rea,0,0,1,0
reabsorb,1,1,0,0
reabsorbed,1,1,0,0
reabsorbing,1,1,0,0
reabsorbs,1,1,0,0
reabsorption,0,1,0,0
reabsorptions,0,1,0,0
reaccede,0,1,0,0
reacceded,0,1,0,0
reaccedes,0,1,0,0
reacceding,0,1,0,0
reaccelerate,0,1,0,0
reaccelerated,0,1,0,0
reaccelerates,0,1,0,0
reaccelerating,0,1,0,0
reacceleration,0,1,0,0
reaccelerations,0,1,0,0
reaccent,0,1,0,0
reaccented,0,1,0,0
reaccenting,0,1,0,0
reaccents,0,1,0,0
reaccept,0,1,0,0
reacceptance,0,1,0,0
reacceptances,0,1,0,0
reaccepted,0,1,0,0
reaccepting,0,1,0,0
reaccepts,0,1,0,0
reaccession,0,1,0,0
reaccessions,0,1,0,0
reacclaim,0,1,0,0
reacclaimed,0,1,0,0
reacclaiming,0,1,0,0
reacclaims,0,1,0,0
reacclimate,0,1,0,0
reacclimated,0,1,0,0
reacclimates,0,1,0,0
reacclimating,0,1,0,0
reacclimatize,0,1,0,0
reacclimatized,0,1,0,0
reacclimatizes,0,1,0,0
reacclimatizing,0,1,0,0
reaccredit,0,1,0,0
reaccreditation,0,1,0,0
reaccredited,0,1,0,0
reaccrediting,0,1,0,0
reaccredits,0,1,0,0
reaccuse,0,1,0,0
reaccused,0,1,0,0
reaccuses,0,1,0,0
reaccusing,0,1,0,0
reach,1,1,1,1
reachable,1,1,0,0
reached,1,1,1,1
reacher,0,1,0,0
reachers,0,1,0,0
reaches,1,1,1,1
reaching,1,1,1,1
reacquaint,1,1,0,0
reacquaintance,0,1,0,0
reacquaintances,0,1,0,0
reacquainted,1,1,0,0
reacquainting,1,1,0,0
reacquaints,1,1,0,0
reacquire,1,1,0,0
reacquired,1,1,0,0
reacquires,1,1,0,0
reacquiring,1,1,0,0
reacquisition,0,1,0,0
reacquisitions,0,1,0,0
react,1,1,1,1
reactance,0,1,0,0
reactances,0,1,0,0
reactant,1,1,0,0
reactants,1,1,0,0
reacted,1,1,0,0
reacting,1,1,0,0
reaction,1,1,1,1
reactionaries,1,1,0,0
reactionary,1,1,0,0
reactionaryism,0,1,0,0
reactionaryisms,0,1,0,0
reactions,1,1,1,1
reactivate,1,1,0,0
reactivated,1,1,0,0
reactivates,1,1,0,0
reactivating,1,1,0,0
reactivation,1,1,0,0
reactivations,1,1,0,0
reactive,1,1,1,1
reactively,0,1,0,0
reactiveness,0,1,0,0
reactivenesses,0,1,0,0
reactivities,0,1,0,0
reactivity,0,1,0,0
reactor,1,1,1,1
reactors,1,1,0,0
reacts,1,1,0,0
read,1,1,1,1
readabilities,1,1,0,0
readability,1,1,0,0
readable,1,1,1,1
readableness,0,1,0,0
readablenesses,0,1,0,0
readably,0,1,0,0
readapt,0,1,0,0
readapted,0,1,0,0
readapting,0,1,0,0
readapts,0,1,0,0
readd,0,1,0,0
readded,0,1,0,0
readdict,0,1,0,0
readdicted,0,1,0,0
readdicting,0,1,0,0
readdicts,0,1,0,0
readding,0,1,0,0
readdress,1,1,0,0
readdressed,1,1,0,0
readdresses,1,1,0,0
readdressing,1,1,0,0
readds,0,1,0,0
reader,1,1,1,1
readerly,0,1,0,0
readers,1,1,1,1
readership,1,1,0,0
readerships,1,1,0,0
readied,1,1,0,0
readier,1,1,0,0
readies,1,1,0,0
readiest,1,1,0,0
readily,1,1,1,1
readiness,1,1,1,1
readinesses,1,1,0,0
reading,1,1,1,1
readings,1,1,1,1
readjust,1,1,0,0
readjusted,1,1,0,0
readjusting,1,1,0,0
readjustment,1,1,0,0
readjustments,1,1,0,0
readjusts,1,1,0,0
readme,0,0,1,0
readminister,0,1,0,0
readministered,0,1,0,0
readministering,0,1,0,0
readministers,0,1,0,0
readmission,1,1,0,0
readmissions,1,1,0,0
readmit,1,1,0,0
readmits,1,1,0,0
readmitted,1,1,0,0
readmitting,1,1,0,0
readopt,1,1,0,0
readopted,1,1,0,0
readopting,1,1,0,0
readoption,0,1,0,0
readoptions,0,1,0,0
readopts,1,1,0,0
readorn,0,1,0,0
readorned,0,1,0,0
readorning,0,1,0,0
readorns,0,1,0,0
readout,1,1,0,0
readouts,1,1,0,0
reads,1,1,1,1
ready,1,1,1,1
readying,1,1,0,0
readymade,0,1,0,0
readymades,0,1,0,0
reaffirm,1,1,0,0
reaffirmation,1,1,0,0
reaffirmations,1,1,0,0
reaffirmed,1,1,0,0
reaffirming,1,1,0,0
reaffirms,1,1,0,0
reaffix,0,1,0,0
reaffixed,0,1,0,0
reaffixes,0,1,0,0
reaffixing,0,1,0,0
reafforest,0,1,0,0
reafforestation,0,1,0,0
reafforested,0,1,0,0
reafforesting,0,1,0,0
reafforests,0,1,0,0
reagan,0,0,1,0
reagent,1,1,0,0
reagents,1,1,0,0
reaggregate,0,1,0,0
reaggregated,0,1,0,0
reaggregates,0,1,0,0
reaggregating,0,1,0,0
reaggregation,0,1,0,0
reaggregations,0,1,0,0
reagin,0,1,0,0
reaginic,0,1,0,0
reagins,0,1,0,0
reais,0,1,0,0
real,1,1,1,1
realer,1,1,0,0
reales,1,1,0,0
realest,1,1,0,0
realgar,0,1,0,0
realgars,0,1,0,0
realia,0,1,0,0
realias,0,1,0,0
realign,1,1,0,0
realigned,1,1,0,0
realigning,1,1,0,0
realignment,1,1,0,0
realignments,1,1,0,0
realigns,1,1,0,0
realisable,0,1,0,0
realisation,0,1,0,0
realisations,0,1,0,0
realise,0,1,1,0
realised,0,1,1,0
realiser,0,1,0,0
realisers,0,1,0,0
realises,0,1,0,0
realising,0,1,0,0
realism,1,1,1,1
realisms,1,1,0,0
realist,1,1,0,0
realistic,1,1,1,1
realistically,1,1,0,0
realists,1,1,0,0
realities,1,1,1,1
reality,1,1,1,1
realizabilities,0,1,0,0
realizability,0,1,0,0
realizable,1,1,0,0
realization,1,1,1,1
realizations,1,1,0,0
realize,1,1,1,1
realized,1,1,1,1
realizer,0,1,0,0
realizers,0,1,0,0
realizes,1,1,0,0
realizing,1,1,1,1
reallocate,1,1,0,0
reallocated,1,1,0,0
reallocates,1,1,0,0
reallocating,1,1,0,0
reallocation,1,1,0,0
reallocations,1,1,0,0
reallot,0,1,0,0
reallots,0,1,0,0
reallotted,0,1,0,0
reallotting,0,1,0,0
really,1,1,1,1
realm,1,1,1,1
realms,1,1,1,1
realness,1,1,0,0
realnesses,1,1,0,0
realpolitik,1,1,0,0
realpolitiks,1,1,0,0
reals,0,1,0,0
realter,0,1,0,0
realtered,0,1,0,0
realtering,0,1,0,0
realters,0,1,0,0
realties,1,1,0,0
realtime,0,0,1,0
realtones,0,0,1,0
realtor,1,1,1,1
realtors,1,1,1,1
realty,1,1,1,1
ream,1,1,0,0
reamed,1,1,0,0
reamer,1,1,0,0
reamers,1,1,0,0
reaming,1,1,0,0
reams,1,1,0,0
reanalyse,0,1,0,0
reanalysed,0,1,0,0
reanalyses,1,1,0,0
reanalysing,0,1,0,0
reanalysis,1,1,0,0
reanalyze,1,1,0,0
reanalyzed,1,1,0,0
reanalyzes,1,1,0,0
reanalyzing,1,1,0,0
reanimate,1,1,0,0
reanimated,1,1,0,0
reanimates,1,1,0,0
reanimating,1,1,0,0
reanimation,1,1,0,0
reanimations,1,1,0,0
reannex,0,1,0,0
reannexation,0,1,0,0
reannexations,0,1,0,0
reannexed,0,1,0,0
reannexes,0,1,0,0
reannexing,0,1,0,0
reanoint,0,1,0,0
reanointed,0,1,0,0
reanointing,0,1,0,0
reanoints,0,1,0,0
reap,1,1,1,1
reapable,0,1,0,0
reaped,1,1,0,0
reaper,1,1,0,0
reapers,1,1,0,0
reaphook,0,1,0,0
reaphooks,0,1,0,0
reaping,1,1,0,0
reappear,1,1,0,0
reappearance,1,1,0,0
reappearances,1,1,0,0
reappeared,1,1,0,0
reappearing,1,1,0,0
reappears,1,1,0,0
reapplication,1,1,0,0
reapplications,1,1,0,0
reapplied,1,1,0,0
reapplies,1,1,0,0
reapply,1,1,0,0
reapplying,1,1,0,0
reappoint,1,1,0,0
reappointed,1,1,0,0
reappointing,1,1,0,0
reappointment,1,1,0,0
reappointments,1,1,0,0
reappoints,1,1,0,0
reapportion,1,1,0,0
reapportioned,1,1,0,0
reapportioning,1,1,0,0
reapportionment,1,1,0,0
reapportionments,1,0,0,0
reapportions,1,1,0,0
reappraisal,1,1,0,0
reappraisals,1,1,0,0
reappraise,1,1,0,0
reappraised,1,1,0,0
reappraises,1,1,0,0
reappraising,1,1,0,0
reappropriate,0,1,0,0
reappropriated,0,1,0,0
reappropriates,0,1,0,0
reappropriating,0,1,0,0
reapproval,0,1,0,0
reapprovals,0,1,0,0
reapprove,0,1,0,0
reapproved,0,1,0,0
reapproves,0,1,0,0
reapproving,0,1,0,0
reaps,1,1,0,0
rear,1,1,1,1
reared,1,1,0,0
rearer,0,1,0,0
rearers,0,1,0,0
rearguard,1,1,0,0
rearguards,1,1,0,0
reargue,0,1,0,0
reargued,0,1,0,0
reargues,0,1,0,0
rearguing,0,1,0,0
reargument,0,1,0,0
rearguments,0,1,0,0
rearing,1,1,0,0
rearings,0,1,0,0
rearm,1,1,0,0
rearmament,1,1,0,0
rearmaments,1,1,0,0
rearmed,1,1,0,0
rearmice,0,1,0,0
rearming,1,1,0,0
rearmost,1,1,0,0
rearmouse,0,1,0,0
rearms,1,1,0,0
rearousal,0,1,0,0
rearousals,0,1,0,0
rearouse,0,1,0,0
rearoused,0,1,0,0
rearouses,0,1,0,0
rearousing,0,1,0,0
rearrange,1,1,0,0
rearranged,1,1,0,0
rearrangement,1,1,0,0
rearrangements,1,1,0,0
rearranges,1,1,0,0
rearranging,1,1,0,0
rearrangings,0,1,0,0
rearrest,1,1,0,0
rearrested,1,1,0,0
rearresting,1,1,0,0
rearrests,1,1,0,0
rears,1,1,0,0
rearticulate,0,1,0,0
rearticulated,0,1,0,0
rearticulates,0,1,0,0
rearticulating,0,1,0,0
rearticulation,0,1,0,0
rearticulations,0,1,0,0
rearward,1,1,0,0
rearwards,1,1,0,0
reascend,1,1,0,0
reascended,1,1,0,0
reascending,1,1,0,0
reascends,1,1,0,0
reascent,0,1,0,0
reascents,0,1,0,0
reason,1,1,1,1
reasonabilities,0,1,0,0
reasonability,0,1,0,0
reasonable,1,1,1,1
reasonableness,1,1,0,0
reasonablenesses,1,0,0,0
reasonably,1,1,1,1
reasoned,1,1,0,0
reasoner,1,1,0,0
reasoners,1,1,0,0
reasoning,1,1,1,1
reasonings,1,1,0,0
reasonless,0,1,0,0
reasonlessly,0,1,0,0
reasons,1,1,1,1
reassail,0,1,0,0
reassailed,0,1,0,0
reassailing,0,1,0,0
reassails,0,1,0,0
reassemblage,0,1,0,0
reassemblages,0,1,0,0
reassemble,1,1,0,0
reassembled,1,1,0,0
reassembles,1,1,0,0
reassemblies,1,1,0,0
reassembling,1,1,0,0
reassembly,1,1,0,0
reassert,1,1,0,0
reasserted,1,1,0,0
reasserting,1,1,0,0
reassertion,1,1,0,0
reassertions,1,1,0,0
reasserts,1,1,0,0
reassess,1,1,0,0
reassessed,1,1,0,0
reassesses,1,1,0,0
reassessing,1,1,0,0
reassessment,1,1,0,0
reassessments,1,1,0,0
reassign,1,1,0,0
reassigned,1,1,0,0
reassigning,1,1,0,0
reassignment,1,1,0,0
reassignments,1,1,0,0
reassigns,1,1,0,0
reassort,0,1,0,0
reassorted,0,1,0,0
reassorting,0,1,0,0
reassorts,0,1,0,0
reassume,0,1,0,0
reassumed,0,1,0,0
reassumes,0,1,0,0
reassuming,0,1,0,0
reassurance,1,1,0,0
reassurances,1,1,0,0
reassure,1,1,0,0
reassured,1,1,0,0
reassures,1,1,0,0
reassuring,1,1,0,0
reassuringly,1,1,0,0
reata,0,1,0,0
reatas,0,1,0,0
reattach,1,1,0,0
reattached,1,1,0,0
reattaches,1,1,0,0
reattaching,1,1,0,0
reattachment,1,1,0,0
reattachments,1,1,0,0
reattack,0,1,0,0
reattacked,0,1,0,0
reattacking,0,1,0,0
reattacks,0,1,0,0
reattain,1,1,0,0
reattained,1,1,0,0
reattaining,1,1,0,0
reattainment,0,1,0,0
reattainments,0,1,0,0
reattains,1,1,0,0
reattempt,1,1,0,0
reattempted,1,1,0,0
reattempting,1,1,0,0
reattempts,1,1,0,0
reattribute,0,1,0,0
reattributed,0,1,0,0
reattributes,0,1,0,0
reattributing,0,1,0,0
reattribution,0,1,0,0
reattributions,0,1,0,0
reauthorization,0,1,0,0
reauthorize,1,1,0,0
reauthorized,1,1,0,0
reauthorizes,1,1,0,0
reauthorizing,1,1,0,0
reavail,0,1,0,0
reavailed,0,1,0,0
reavailing,0,1,0,0
reavails,0,1,0,0
reave,0,1,0,0
reaved,0,1,0,0
reaver,0,1,0,0
reavers,0,1,0,0
reaves,0,1,0,0
reaving,0,1,0,0
reavow,0,1,0,0
reavowed,0,1,0,0
reavowing,0,1,0,0
reavows,0,1,0,0
reawake,0,1,0,0
reawaked,0,1,0,0
reawaken,1,1,0,0
reawakened,1,1,0,0
reawakening,1,1,0,0
reawakenings,0,1,0,0
reawakens,1,1,0,0
reawakes,0,1,0,0
reawaking,0,1,0,0
reawoke,0,1,0,0
reawoken,0,1,0,0
reb,0,1,0,0
rebait,0,1,0,0
rebaited,0,1,0,0
rebaiting,0,1,0,0
rebaits,0,1,0,0
rebalance,0,1,0,0
rebalanced,0,1,0,0
rebalances,0,1,0,0
rebalancing,0,1,0,0
rebaptism,0,1,0,0
rebaptisms,0,1,0,0
rebaptize,0,1,0,0
rebaptized,0,1,0,0
rebaptizes,0,1,0,0
rebaptizing,0,1,0,0
rebar,0,1,0,0
rebarbative,0,1,0,0
rebarbatively,0,1,0,0
rebars,0,1,0,0
rebase,0,1,0,0
rebased,0,1,0,0
rebases,0,1,0,0
rebasing,0,1,0,0
rebatable,0,1,0,0
rebate,1,1,1,1
rebated,1,1,0,0
rebater,0,1,0,0
rebaters,0,1,0,0
rebates,1,1,1,1
rebating,1,1,0,0
rebato,0,1,0,0
rebatos,0,1,0,0
rebbe,0,1,0,0
rebbes,0,1,0,0
rebbetzin,0,1,0,0
rebbetzins,0,1,0,0
rebec,0,1,0,0
rebecca,0,0,1,0
rebeck,0,1,0,0
rebecks,0,1,0,0
rebecs,0,1,0,0
rebegan,0,1,0,0
rebegin,0,1,0,0
rebeginning,0,1,0,0
rebeginnings,0,1,0,0
rebegins,0,1,0,0
rebegun,0,1,0,0
rebel,1,1,1,1
rebeldom,0,1,0,0
rebeldoms,0,1,0,0
rebelled,1,1,0,0
rebelling,1,1,0,0
rebellion,1,1,1,1
rebellions,1,1,0,0
rebellious,1,1,0,0
rebelliously,1,1,0,0
rebelliousness,1,1,0,0
rebelliousnesses,1,0,0,0
rebels,1,1,1,1
rebid,1,1,0,0
rebidden,0,1,0,0
rebidding,1,1,0,0
rebids,1,1,0,0
rebill,0,1,0,0
rebilled,0,1,0,0
rebilling,0,1,0,0
rebills,0,1,0,0
rebind,1,1,0,0
rebinding,1,1,0,0
rebinds,1,1,0,0
rebirth,1,1,0,0
rebirthing,0,1,0,0
rebirthings,0,1,0,0
rebirths,1,1,0,0
reblend,0,1,0,0
reblended,0,1,0,0
reblending,0,1,0,0
reblends,0,1,0,0
reblent,0,1,0,0
rebloom,0,1,0,0
rebloomed,0,1,0,0
rebloomer,0,1,0,0
rebloomers,0,1,0,0
reblooming,0,1,0,0
reblooms,0,1,0,0
